Type,days_for_shipping_real,days_for_shipment_scheduled,benefit_per_order,Sales_per_customer,delivery_status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,customer_id,Customer Lname,Customer Password,customer_segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order_date,order_id,Order Item Cardprod Id,Order Item Discount,order_item_discount_rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,order_profit_per_order,order_region,Order State,order_status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,product_name,Product Price,Product Status,shipping_date,shipping_mode,order_datetime,shipping_datetime
PAYMENT,3,4,119.7600021,285.1400146,Advance shipping,0,73,Sporting Goods,Caguas,Puerto Rico,XXXXXXXXX,Sybill,19450,Spencer,XXXXXXXXX,Home Office,PR,830 Quaking Bear Grounds,725,2,Fitness,18.24103928,-66.0370636,Pacific Asia,Medan,Indonesia,19450,01-12-2018 21:44,75897,1360,42.61000061,0.129999995,179212,327.75,0.419999987,1,327.75,285.1400146,119.7600021,Southeast Asia,Sumatra Septentrional,PENDING_PAYMENT,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,1/15/2018 21:44,Standard Class,12-01-2018 21:44,15-01-2018 21:44
DEBIT,2,4,31.47999954,278.5899963,Advance shipping,0,73,Sporting Goods,Fremont,EE. UU.,XXXXXXXXX,Kay,19449,Sandoval,XXXXXXXXX,Consumer,CA,1509 Middle Oak Isle,94539,2,Fitness,37.49027634,-121.9271088,Pacific Asia,Canberra,Australia,19449,01-12-2018 21:23,75896,1360,49.15999985,0.150000006,179211,327.75,0.109999999,1,327.75,278.5899963,31.47999954,Oceania,Territorio de la Capital Australiana,COMPLETE,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,1/14/2018 21:23,Standard Class,12-01-2018 21:23,14-01-2018 21:23
TRANSFER,6,4,86.16999817,275.3099976,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,XXXXXXXXX,Stacy,19448,Mckinney,XXXXXXXXX,Corporate,PR,9712 Fallen Robin Diversion,725,2,Fitness,18.26469612,-66.03705597,Pacific Asia,Bangalore,India,19448,01-12-2018 21:02,75895,1360,52.43999863,0.159999996,179210,327.75,0.310000002,1,327.75,275.3099976,86.16999817,South Asia,Karnataka,PENDING,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,1/18/2018 21:02,Standard Class,12-01-2018 21:02,18-01-2018 21:02
TRANSFER,5,2,130.5800018,272.0299988,Late delivery,1,73,Sporting Goods,Rochester,EE. UU.,XXXXXXXXX,Marah,19447,Lara,XXXXXXXXX,Corporate,NY,8665 Sunny Deer Woods,14609,2,Fitness,43.18824005,-77.56706238,Pacific Asia,Bangalore,India,19447,01-12-2018 20:41,75894,1360,55.72000122,0.170000002,179209,327.75,0.479999989,1,327.75,272.0299988,130.5800018,South Asia,Karnataka,PENDING,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,1/17/2018 20:41,Second Class,12-01-2018 20:41,17-01-2018 20:41
TRANSFER,4,4,0,268.7600098,Shipping on time,0,73,Sporting Goods,Dallas,EE. UU.,XXXXXXXXX,Taylor,19446,Wood,XXXXXXXXX,Corporate,TX,9879 Harvest Deer Farms,75211,2,Fitness,32.753685,-96.86553955,Pacific Asia,Yiwu,China,19446,01-12-2018 20:20,75893,1360,59,0.180000007,179208,327.75,0,1,327.75,268.7600098,0,Eastern Asia,Zhejiang,PROCESSING,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,1/16/2018 20:20,Standard Class,12-01-2018 20:20,16-01-2018 20:20
PAYMENT,5,2,-30.75,115.1800003,Late delivery,1,17,Cleats,Bayamon,Puerto Rico,XXXXXXXXX,Mary,9083,Frank,XXXXXXXXX,Home Office,PR,75 Sunny Grounds,957,4,Apparel,18.38011932,-66.18312836,Pacific Asia,Mirzapur,India,9083,2/24/2016 13:57,28744,365,4.800000191,0.039999999,71956,59.99000168,-0.270000011,2,119.9800034,115.1800003,-30.75,South Asia,Uttar Pradesh,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/29/2016 13:57,Second Class,24-02-2016 13:57,29-02-2016 13:57
PAYMENT,2,2,-122.7300034,79.18000031,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,4741,Smith,XXXXXXXXX,Home Office,PR,9731 Honey Fox Towers,725,5,Golf,18.23557282,-66.3706131,Pacific Asia,Bursa,Turquía,4741,10/25/2016 14:39,45461,627,0.800000012,0.01,113598,39.99000168,-1.549999952,2,79.98000336,79.18000031,-122.7300034,West Asia,Bursa,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,10/27/2016 14:39,Second Class,25-10-2016 14:39,27-10-2016 14:39
PAYMENT,6,2,33.59999847,96,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Elizabeth,639,Pittman,XXXXXXXXX,Home Office,PR,7573 Golden Treasure Centre,725,5,Golf,18.02536774,-66.61303711,Pacific Asia,Murray Bridge,Australia,639,3/30/2016 4:37,31115,502,4,0.039999999,77757,50,0.349999994,2,100,96,33.59999847,Oceania,Australia del Sur,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,04-05-2016 04:37,Second Class,30-03-2016 04:37,05-04-2016 04:37
PAYMENT,2,2,24.69000053,75.98000336,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Katherine,9702,Tyler,XXXXXXXXX,Home Office,PR,8369 Sunny Crossing,725,5,Golf,18.27383804,-66.37063599,Pacific Asia,Kartal,Turquía,9702,10/30/2016 1:31,45766,627,4,0.050000001,114401,39.99000168,0.330000013,2,79.98000336,75.98000336,24.69000053,West Asia,Estambul,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,11-01-2016 01:31,Second Class,30-10-2016 01:31,01-11-2016 01:31
PAYMENT,3,2,9.100000381,91,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,9114,Smith,XXXXXXXXX,Home Office,PR,1425 Fallen Fox Arbor,725,5,Golf,18.2848053,-66.37059021,Pacific Asia,Ulan Bator,Mongolia,9114,11/28/2016 1:18,47752,502,9,0.090000004,119405,50,0.100000001,2,100,91,9.100000381,Eastern Asia,Ulán Bator,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,12-01-2016 01:18,Second Class,28-11-2016 01:18,01-12-2016 01:18
PAYMENT,5,2,-21.75,87,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Dennis,1362,Smith,XXXXXXXXX,Home Office,PR,2290 Crystal Pathway,725,5,Golf,18.29496765,-66.37050629,Pacific Asia,Estambul,Turquía,1362,12/31/2016 15:47,50054,502,13,0.129999995,125135,50,-0.25,2,100,87,-21.75,West Asia,Estambul,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,01-05-2017 15:47,Second Class,31-12-2016 15:47,05-01-2017 15:47
PAYMENT,6,2,6.150000095,82,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,8011,Hill,XXXXXXXXX,Home Office,PR,6179 Noble Panda Moor,725,5,Golf,18.25571251,-66.37050629,Pacific Asia,Raipur,India,8011,10/25/2015 6:24,20365,502,18,0.180000007,50842,50,0.079999998,2,100,82,6.150000095,South Asia,Rajastán,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,10/31/2015 6:24,Second Class,25-10-2015 06:24,31-10-2015 06:24
PAYMENT,2,2,22.40999985,74.68000031,Shipping on time,0,13,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Mary,3296,Smith,XXXXXXXXX,Home Office,PR,8205 Silver Grove Row,725,3,Footwear,18.23466301,-66.37059784,USCA,Pasco,Estados Unidos,3296,06-11-2016 15:12,36146,278,15.30000019,0.170000002,90273,44.99000168,0.300000012,2,89.98000336,74.68000031,22.40999985,West of USA ,Washington,PENDING_PAYMENT,99301,278,13,,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99000168,0,6/13/2016 15:12,Second Class,11-06-2016 15:12,13-06-2016 15:12
PAYMENT,5,2,25.23999977,90.15000153,Late delivery,1,12,Boxing & MMA,Caguas,Puerto Rico,XXXXXXXXX,Frances,3182,Smith,XXXXXXXXX,Home Office,PR,7786 Middle Private,725,3,Footwear,18.26268196,-66.37049866,USCA,Los Angeles,Estados Unidos,3182,8/24/2016 21:45,41234,249,19.79000092,0.180000007,102921,54.97000122,0.280000001,2,109.9400024,90.15000153,25.23999977,West of USA ,California,PENDING_PAYMENT,90049,249,12,,http://images.acmesports.sports/Under+Armour+Women%27s+Micro+G+Skulpt+Running+Shoe,Under Armour Women's Micro G Skulpt Running S,54.97000122,0,8/29/2016 21:45,Second Class,24-08-2016 21:45,29-08-2016 21:45
PAYMENT,6,2,30.5699997,117.5800018,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Alice,7864,Smith,XXXXXXXXX,Home Office,PR,4294 High Passage,725,4,Apparel,18.28279495,-66.37055969,USCA,San Francisco,Estados Unidos,7864,4/13/2016 10:12,32090,365,2.400000095,0.02,80250,59.99000168,0.25999999,2,119.9800034,117.5800018,30.5699997,West of USA ,California,PENDING_PAYMENT,94110,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/19/2016 10:12,Second Class,13-04-2016 10:12,19-04-2016 10:12
PAYMENT,4,2,46.0699997,95.98000336,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Kyle,11169,Thomas,XXXXXXXXX,Home Office,PR,5274 Easy Beach,725,4,Apparel,18.27466202,-66.37058258,USCA,Overland Park,Estados Unidos,11169,5/22/2016 14:10,34773,365,24,0.200000003,86866,59.99000168,0.479999989,2,119.9800034,95.98000336,46.0699997,US Center ,Kansas,PENDING_PAYMENT,66212,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/26/2016 14:10,Second Class,22-05-2016 14:10,26-05-2016 14:10
PAYMENT,2,2,-184.7799988,263.9700012,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Brenda,5197,Jordan,XXXXXXXXX,Home Office,PR,4692 Jagged Thicket,725,3,Footwear,18.2689991,-66.37049866,Africa,Ugep,Nigeria,5197,10-04-2016 22:55,44046,191,36,0.119999997,110025,99.98999786,-0.699999988,3,299.9700012,263.9700012,-184.7799988,West Africa,Cross River,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10-06-2016 22:55,Second Class,04-10-2016 22:55,06-10-2016 22:55
PAYMENT,5,2,38.75,113.9700012,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Frank,1535,Livingston,XXXXXXXXX,Home Office,PR,5161 Crystal Quail Jetty,725,5,Golf,18.2308178,-66.37052155,Africa,Kinshasa,República Democrática del Congo,1535,11-08-2016 12:32,46414,627,6,0.050000001,116033,39.99000168,0.340000004,3,119.9700012,113.9700012,38.75,Central Africa,Kinshasa,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,11/13/2016 12:32,Second Class,08-11-2016 12:32,13-11-2016 12:32
PAYMENT,5,2,-3.650000095,63.99000168,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,XXXXXXXXX,Johnny,6122,Smith,XXXXXXXXX,Home Office,PR,1465 Round Fawn Passage,725,6,Outdoors,18.26138115,-66.37056732,Africa,Dakar,Senegal,6122,11-11-2016 05:21,46599,917,1.980000019,0.029999999,116462,21.98999977,-0.059999999,3,65.97000122,63.99000168,-3.650000095,West Africa,Dakar,PENDING_PAYMENT,,917,41,,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+3-Zip+Carry+All+Golf+Bag,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,0,11/16/2016 5:21,Second Class,11-11-2016 05:21,16-11-2016 05:21
PAYMENT,5,2,38.22999954,79.66000366,Late delivery,1,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Mary,9451,Smith,XXXXXXXXX,Home Office,PR,5723 Cinder Loop,725,6,Outdoors,18.23650742,-66.37051392,Africa,Casablanca,Marruecos,9451,12-08-2016 00:14,48434,828,16.30999947,0.170000002,121134,31.98999977,0.479999989,3,95.97000122,79.66000366,38.22999954,North Africa,Gran Casablanca,PENDING_PAYMENT,,828,37,,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+San+Diego+Chargers...,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,0,12/13/2016 0:14,Second Class,08-12-2016 00:14,13-12-2016 00:14
PAYMENT,3,2,129.3500061,293.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,542,Smith,XXXXXXXXX,Home Office,PR,2991 Silent Deer Landing,725,3,Footwear,18.35921478,-66.07779694,Europe,Dortmund,Alemania,542,07-07-2015 05:31,12827,191,6,0.02,32072,99.98999786,0.439999998,3,299.9700012,293.9700012,129.3500061,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,07-10-2015 05:31,Second Class,07-07-2015 05:31,10-07-2015 05:31
PAYMENT,2,2,132.2899933,269.9700012,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Hannah,11329,Smith,XXXXXXXXX,Home Office,PR,5086 Emerald Fox Farms,725,3,Footwear,18.29944229,-66.37052155,Europe,Drancy,Francia,11329,7/22/2017 7:16,63936,191,30,0.100000001,159828,99.98999786,0.49000001,3,299.9700012,269.9700012,132.2899933,Western Europe,Isla de Francia,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,7/24/2017 7:16,Second Class,22-07-2017 07:16,24-07-2017 07:16
PAYMENT,6,2,76.04000092,224.9799957,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,3570,Nelson,XXXXXXXXX,Home Office,PR,3909 Hidden Treasure Beach,725,3,Footwear,18.28996849,-66.37054443,Europe,Nantes,Francia,3570,08-07-2017 06:33,65030,191,74.98999786,0.25,162548,99.98999786,0.340000004,3,299.9700012,224.9799957,76.04000092,Western Europe,Países del Loira,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/13/2017 6:33,Second Class,07-08-2017 06:33,13-08-2017 06:33
PAYMENT,4,2,81.12999725,176.3699951,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Austin,650,Sexton,XXXXXXXXX,Home Office,PR,4691 Cinder Crest,725,4,Apparel,18.2275734,-66.04563141,Europe,Groningen,Países Bajos,650,9/22/2015 7:41,18108,365,3.599999905,0.02,45253,59.99000168,0.460000008,3,179.9700012,176.3699951,81.12999725,Western Europe,Groningen,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/26/2015 7:41,Second Class,22-09-2015 07:41,26-09-2015 07:41
PAYMENT,2,2,43.52000046,167.3699951,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Michael,9353,Scott,XXXXXXXXX,Home Office,PR,5703 Tawny Creek Townline,725,4,Apparel,18.2988205,-66.37059784,Europe,Gateshead,Reino Unido,9353,07-02-2017 09:03,62571,365,12.60000038,0.07,156394,59.99000168,0.25999999,3,179.9700012,167.3699951,43.52000046,Northern Europe,Inglaterra,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,07-04-2017 09:03,Second Class,02-07-2017 09:03,04-07-2017 09:03
PAYMENT,3,2,68.77999878,163.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,54,Olson,XXXXXXXXX,Home Office,PR,7333 Cinder Way,725,4,Apparel,18.02538109,-66.61508179,Europe,Eastbourne,Reino Unido,54,09-08-2015 12:15,17162,365,16.20000076,0.090000004,42919,59.99000168,0.419999987,3,179.9700012,163.7700043,68.77999878,Northern Europe,Inglaterra,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,09-11-2015 12:15,Second Class,08-09-2015 12:15,11-09-2015 12:15
PAYMENT,3,2,40.49000168,161.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Vincent,12151,Krueger,XXXXXXXXX,Home Office,PR,9404 Heather Bluff Dale,725,4,Apparel,18.25048637,-66.37062836,Europe,Hayange,Francia,12151,8/20/2017 7:03,65922,365,18,0.100000001,164735,59.99000168,0.25,3,179.9700012,161.9700012,40.49000168,Western Europe,Alsacia-Champaña-Ardenas-Lorena,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/23/2017 7:03,Second Class,20-08-2017 07:03,23-08-2017 07:03
PAYMENT,2,2,20.93000031,139.5,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Hannah,11329,Smith,XXXXXXXXX,Home Office,PR,5086 Emerald Fox Farms,725,5,Golf,18.29944229,-66.37052155,Europe,Drancy,Francia,11329,7/22/2017 7:16,63936,502,10.5,0.07,159829,50,0.150000006,3,150,139.5,20.93000031,Western Europe,Isla de Francia,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,7/24/2017 7:16,Second Class,22-07-2017 07:16,24-07-2017 07:16
PAYMENT,4,2,12.19999981,107.9700012,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Gregory,10018,Rodriguez,XXXXXXXXX,Home Office,PR,1632 Green Fawn Corners,725,5,Golf,18.24069786,-66.37055969,Europe,Portsmouth,Reino Unido,10018,08-04-2017 02:31,64813,627,12,0.100000001,162007,39.99000168,0.109999999,3,119.9700012,107.9700012,12.19999981,Northern Europe,Inglaterra,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,08-08-2017 02:31,Second Class,04-08-2017 02:31,08-08-2017 02:31
PAYMENT,3,2,12.71000004,112.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Frances,3182,Smith,XXXXXXXXX,Home Office,PR,7786 Middle Private,725,5,Golf,18.26268196,-66.37049866,Europe,Gelsenkirchen,Alemania,3182,9/18/2017 1:14,67892,502,37.5,0.25,169747,50,0.109999999,3,150,112.5,12.71000004,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,9/21/2017 1:14,Second Class,18-09-2017 01:14,21-09-2017 01:14
PAYMENT,6,2,7.760000229,55.40999985,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,XXXXXXXXX,Kyle,4936,Smith,XXXXXXXXX,Home Office,PR,8344 Noble Mountain Gate,725,6,Outdoors,18.21209908,-66.37050629,Europe,Nice,Francia,4936,07-02-2015 19:42,12525,917,10.56000042,0.159999996,31344,21.98999977,0.140000001,3,65.97000122,55.40999985,7.760000229,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,,917,41,,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+3-Zip+Carry+All+Golf+Bag,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,0,07-08-2015 19:42,Second Class,02-07-2015 19:42,08-07-2015 19:42
PAYMENT,6,2,101.3899994,299.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Lisa,8707,Smith,XXXXXXXXX,Home Office,PR,7208 Bright Landing,725,3,Footwear,18.23131371,-66.37062836,LATAM,Petapa,Guatemala,8707,3/28/2015 0:55,5895,191,0,0,14664,99.98999786,0.340000004,3,299.9700012,299.9700012,101.3899994,Central America,Guatemala,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,04-03-2015 00:55,Second Class,28-03-2015 00:55,03-04-2015 00:55
PAYMENT,5,2,-285.0700073,178.1699982,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Megan,1025,Todd,XXXXXXXXX,Home Office,PR,1393 Umber Sky Estates,725,4,Apparel,18.29652023,-66.04867554,LATAM,Mejicanos,El Salvador,1025,04-02-2017 16:43,56359,365,1.799999952,0.01,140970,59.99000168,-1.600000024,3,179.9700012,178.1699982,-285.0700073,Central America,San Salvador,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,04-07-2017 16:43,Second Class,02-04-2017 16:43,07-04-2017 16:43
PAYMENT,4,2,42.74000168,170.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,8831,Smith,XXXXXXXXX,Home Office,PR,8165 Red Lane,725,4,Apparel,18.28746414,-66.37054443,LATAM,David,Panamá,8831,05-05-2017 14:23,58613,365,9,0.050000001,146701,59.99000168,0.25,3,179.9700012,170.9700012,42.74000168,Central America,Chiriquí,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,05-09-2017 14:23,Second Class,05-05-2017 14:23,09-05-2017 14:23
PAYMENT,5,2,49.3199997,170.0700073,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,10679,Smith,XXXXXXXXX,Home Office,PR,331 Grand Orchard,725,4,Apparel,18.29108048,-66.37050629,LATAM,Santo Domingo,República Dominicana,10679,4/25/2015 4:44,7824,365,9.899999619,0.059999999,19564,59.99000168,0.289999992,3,179.9700012,170.0700073,49.3199997,Caribbean,Santo Domingo,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/30/2015 4:44,Second Class,25-04-2015 04:44,30-04-2015 04:44
PAYMENT,5,2,80.33999634,167.3699951,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5007,Smith,XXXXXXXXX,Home Office,PR,2264 Thunder Abbey,725,4,Apparel,18.24984551,-66.37050629,LATAM,Cabimas,Venezuela,5007,4/25/2015 1:14,7814,365,12.60000038,0.07,19544,59.99000168,0.479999989,3,179.9700012,167.3699951,80.33999634,South America,Zulia,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/30/2015 1:14,Second Class,25-04-2015 01:14,30-04-2015 01:14
PAYMENT,5,2,-26.69000053,163.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5007,Smith,XXXXXXXXX,Home Office,PR,2264 Thunder Abbey,725,4,Apparel,18.24984551,-66.37050629,LATAM,Cabimas,Venezuela,5007,4/25/2015 1:14,7814,365,16.20000076,0.090000004,19542,59.99000168,-0.159999996,3,179.9700012,163.7700043,-26.69000053,South America,Zulia,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/30/2015 1:14,Second Class,25-04-2015 01:14,30-04-2015 01:14
PAYMENT,3,2,-117.3300018,152.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,9854,Smith,XXXXXXXXX,Home Office,PR,9082 Merry Lookout,725,4,Apparel,18.25671768,-66.37062836,LATAM,Santo Domingo,República Dominicana,9854,06-06-2017 15:03,60807,365,27,0.150000006,152161,59.99000168,-0.769999981,3,179.9700012,152.9700012,-117.3300018,Caribbean,Santo Domingo,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,06-09-2017 15:03,Second Class,06-06-2017 15:03,09-06-2017 15:03
PAYMENT,4,2,47.88000107,152.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Grace,376,Sanchez,XXXXXXXXX,Home Office,PR,6468 Fallen Close,725,4,Apparel,18.24754334,-66.0253067,LATAM,Dos Quebradas,Colombia,376,2/18/2017 16:36,53413,365,27,0.150000006,133456,59.99000168,0.310000002,3,179.9700012,152.9700012,47.88000107,South America,Risaralda,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/22/2017 16:36,Second Class,18-02-2017 16:36,22-02-2017 16:36
PAYMENT,4,2,72,150,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Dennis,5417,Meyer,XXXXXXXXX,Home Office,PR,7342 Hidden Walk,725,5,Golf,18.27673721,-66.37055206,LATAM,Ilopango,El Salvador,5417,4/26/2015 3:10,7888,502,0,0,19707,50,0.479999989,3,150,150,72,Central America,San Salvador,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,4/30/2015 3:10,Second Class,26-04-2015 03:10,30-04-2015 03:10
